,Date_time,Compound,Negative,Neutral,News_outlet,Positive,Tweet,Tweet_number
24,2018-04-09 07:27:04+00:00,-0.3182,0.103,0.897,BBC,0.0,"The story of why the Roman Baths developed, how they were lost for many centuries and how they were rediscovered.… https://t.co/zEzPchOgPO",25
25,2018-04-09 07:00:14+00:00,0.0,0.0,1.0,BBC,0.0,🏥 How can #3DPrinting be of use in surgery? https://t.co/3LQkXMMHwo,26
26,2018-04-08 19:02:05+00:00,0.0,0.0,1.0,BBC,0.0,"😺💦 This is Maya the jaguar's very first swim!  
#BigCatsAboutTheHouse https://t.co/IacZP3ltf3",27
27,2018-04-08 18:03:03+00:00,0.4939,0.0,0.686,BBC,0.314,😂 Need a hand getting the kids to bed? https://t.co/JAUkyoVSA8,28
28,2018-04-08 17:25:08+00:00,0.25,0.088,0.765,BBC,0.147,"'Silencing masks' and 'wife auctions': What life used to be like for women. 
👉 https://t.co/7Z1bcXKgOx https://t.co/gzm7Hf3loH",29
29,2018-04-08 17:07:02+00:00,0.0,0.0,1.0,BBC,0.0,"🦖😂 Philomena Cunk examines the barbaric conditions in which we keep today's dinosaurs.
#CunkOnBritain  https://t.co/nBav5dqh7a",30
30,2018-04-08 16:40:55+00:00,0.0,0.0,1.0,BBC,0.0,"RT @bbcgetinspired: Meet Sue...

She is planning to run the 2018 @LondonMarathon to prove someone with vascular dementia can do it. 🙌

➡ ht…",31
31,2018-04-08 16:07:03+00:00,-0.2263,0.106,0.894,BBC,0.0,🎨 Victoria Lomasko is a Russian graphic artist who's travelled up and down her country painting 'forgotten women'. https://t.co/XtlpBlAYb0,32
32,2018-04-08 15:31:00+00:00,0.0,0.0,1.0,BBC,0.0,"🎶 The search for the next Young Musician has begun, and the first @BBCYoungMus semi-finalist of 2018 has been confi… https://t.co/klUA4GWtb0",33
33,2018-04-08 15:11:04+00:00,0.0,0.0,1.0,BBC,0.0,"'If boys are getting diagnosed with autism, girls need exactly the same.' https://t.co/f7Aft0LWwB",34
34,2018-04-08 13:54:07+00:00,-0.2023,0.189,0.811,BBC,0.0,💃🕺 Meet the kids cutting some serious shapes on the streets of Lagos. https://t.co/3ySZPqua01,35
35,2018-04-08 13:23:39+00:00,0.875,0.0,0.607,BBC,0.393,"RT @BBCSport: What a nice surprise 😍💍

Two of @TeamEngland 's basketball players got engaged on court at the Commonwealths. 

Congrats @Jam…",36
36,2018-04-08 13:03:04+00:00,0.2732,0.0,0.488,BBC,0.512,😂 'Surprise me'. https://t.co/Jo7illTafh,37
37,2018-04-08 11:00:15+00:00,-0.0772,0.064,0.936,BBC,0.0,"When doctors found a large tumour on little Poppy’s brain, her parents faced one of the toughest decisions of their… https://t.co/MGM0dpxlFH",38
38,2018-04-08 10:15:06+00:00,0.5859,0.0,0.787,BBC,0.213,"RT @BBCSport: Beauty queen ✅
Commonwealth Games weightlifting silver medallist ✅

Introducing Sarah Davies...

#GC2018 #bbcgoldcoast https:…",39
39,2018-04-08 10:01:07+00:00,0.3818,0.0,0.88,BBC,0.12,"From Ordeal by Innocence to the return of The Handmaid’s Tale, here are @BBC_Culture's pick of programmes to watch… https://t.co/Q6S34uv5LX",40
40,2018-04-08 09:08:02+00:00,0.0,0.0,1.0,BBC,0.0,"🦍💬 Not only can Koko the gorilla use sign language, she also appears to have learnt to lie...

https://t.co/xXZwlLDLJh",41
41,2018-04-08 08:17:18+00:00,0.0,0.0,1.0,BBC,0.0,RT @BBCOne: .@johnkrasinski's got MOVES. #TheGrahamNortonShow #TGNS https://t.co/2HUMM0ixEW,42
42,2018-04-08 08:08:07+00:00,0.6369,0.0,0.792,BBC,0.208,"Football, volleyball AND martial arts? ️⚽️🥋🤔

Sepak Takraw is the best sport you've never heard of... 

https://t.co/ngTwJHEmrI",43
43,2018-04-08 07:02:06+00:00,0.3612,0.0,0.783,BBC,0.217,🐳 Meet the gargantuan air freighter that looks like a whale. https://t.co/7DPUt8okKU,44
44,2018-04-07 18:00:22+00:00,0.5719,0.0,0.748,BBC,0.252,❤️🎶 @NiallOfficial's Live Lounge cover of @JuliaMichaels' Issues is just perfect.  https://t.co/XpsnR29hPU,45
45,2018-04-07 17:19:26+00:00,0.0,0.0,1.0,BBC,0.0,"RT @CBeebiesHQ: Goodnight @ChrisEvans,🌙 

Chris reads Goodnight Goodnight Construction site tonight. 🏗️ 

#BedtimeStory is at 6:50pm 😴💤 htt…",46
46,2018-04-07 17:04:03+00:00,-0.7269,0.405,0.523,BBC,0.072,🦁😢 Lions are often poisoned to prevent them attacking livestock. https://t.co/254nhtlMW5,47
47,2018-04-07 16:00:23+00:00,0.6515,0.0,0.581,BBC,0.419,"😲 Some VERY impressive maths here. 
#UniversityChallenge https://t.co/crvQQ5V3Vn",48
48,2018-04-07 15:01:03+00:00,0.6908,0.0,0.759,BBC,0.241,Doctors are finding one way that sugar can benefit your health - it may help heal wounds resistant to antibiotics.… https://t.co/zI9pN0zSVo,49
49,2018-04-07 14:33:46+00:00,0.0,0.0,1.0,BBC,0.0,"RT @BBCRadio2: ""The clunk of putting the cassette in, snapping it shut... oh wait I'm going to rewind to get to the start of the song. It's…",50
50,2018-04-07 14:00:31+00:00,0.0,0.0,1.0,BBC,0.0,"🌎📸 Our pick of the most striking news photographs taken around the world recently.
👉 https://t.co/zPpuZq9hOC https://t.co/fYUTrG44Ra",51
51,2018-04-07 13:00:20+00:00,-0.5719,0.222,0.778,BBC,0.0,How did this new mum survive in the chaos that followed Hurricane Maria? https://t.co/Nx7uFz1k56,52
52,2018-04-07 12:07:08+00:00,-0.296,0.154,0.748,BBC,0.098,"For Dr Joel Salinas, music creates colours, numbers have personalities and another person's pain feels almost like… https://t.co/lrGhiKBaGZ",53
53,2018-04-07 11:19:19+00:00,0.0,0.0,1.0,BBC,0.0,"RT @bbcthree: 94-year-old Judo Jack says: ""Get off your butt and do something."" https://t.co/M9CzCtwSqe",54
54,2018-04-07 11:00:57+00:00,0.0,0.0,1.0,BBC,0.0,RT @BBCR1: It's been one whole year of Sign Of The Times and we need to know whether @Harry_Styles finally let Chris Martin be head of his…,55
55,2018-04-07 11:00:18+00:00,0.69,0.0,0.749,BBC,0.251,"What an inspiration! 💪 

❤️ Fraser shed the pounds to pursue his wrestling dream, in memory of his mother. https://t.co/LWmuGo6dTN",56
56,2018-04-07 10:26:52+00:00,0.0,0.0,1.0,BBC,0.0,"RT @BBCSport: It's a historic victory for Uganda! 🙌 

Earlier today they recorded their first ever victory at the Commonwealth games with a…",57
57,2018-04-07 10:05:06+00:00,0.0,0.0,1.0,BBC,0.0,🍓🍒 Did you know that cherries and strawberries represented the souls of men? Or that a dragonfly could be the devil… https://t.co/s9rFhv5wlu,58
58,2018-04-07 09:00:12+00:00,-0.8658,0.363,0.637,BBC,0.0,"Losing your hair whilst going through cancer treatment can be distressing. 

This shop decided to try and do someth… https://t.co/mcOgFrRtdq",59
59,2018-04-07 08:00:16+00:00,0.0,0.0,1.0,BBC,0.0,🗑🤖 This trash collecting robot can be controlled by anyone via the internet. https://t.co/N2gbeP2nIo,60
60,2018-04-07 07:54:05+00:00,0.34,0.0,0.906,BBC,0.094,"RT @bbcgetinspired: 'Women don't just stay at home and look after the kids, we don't just do dance or gymnastics, we play tennis, football…",61
61,2018-04-07 07:03:06+00:00,0.4588,0.0,0.769,BBC,0.231,😍🐿 These baby red squirrels are too cute to handle. https://t.co/d2r7c8EyUh,62
62,2018-04-06 19:48:37+00:00,0.0,0.0,1.0,BBC,0.0,"RT @bbcmusic: Jade, this was INCREDIBLE 😍
#SoundsLikeFridayNight https://t.co/rSGnYVTFYu",63
63,2018-04-06 18:07:07+00:00,0.0,0.0,1.0,BBC,0.0,🤔 Modern life is a mystery. https://t.co/a4817Iugzz,64
64,2018-04-06 17:32:05+00:00,0.0,0.0,1.0,BBC,0.0,"Tune in to #SLFN tonight for performances from @snowpatrol, @Meghan_Trainor, @yearsandyears and @halsey. 🎶🎤🎉

Sound… https://t.co/EFjiBk5upm",65
65,2018-04-06 16:13:08+00:00,0.0,0.0,1.0,BBC,0.0,RT @bbcpointswest: 🤩 Prince Harry and Meghan Markle arrive in Bath for the Invictus Games trials 🤩 https://t.co/ywlHvaHt2z,66
66,2018-04-06 16:08:04+00:00,-0.1531,0.124,0.78,BBC,0.096,"😂 If you're going to get dumped on TV, it might as well be via @KylieMinogue. 

#TheGNShow | 10.35pm | @BBCOne https://t.co/CgfsjKjeob",67
67,2018-04-06 16:02:36+00:00,-0.7777,0.332,0.621,BBC,0.047,"RT @BBCNewsround: Ever wondered why we cry when we chop onions? Now you'll have no excuse to avoid cooking dinner, sorry! 😂https://t.co/SyX…",68
68,2018-04-06 15:23:45+00:00,0.6037,0.0,0.64,BBC,0.36,"RT @BBCOne: MY OLD FRIEND.

#OrdealByInnocence #Sunshine https://t.co/vQBvcgLrCe",69
69,2018-04-06 15:22:01+00:00,0.8126,0.0,0.72,BBC,0.28,"🎻 Two years ago @ShekuKM won @BBCYoungMus. 
Now he wants to inspire other young people to pick up an instrument too… https://t.co/fG0F3x2eDN",70
70,2018-04-06 15:20:18+00:00,0.0,0.0,1.0,BBC,0.0,"RT @bbcgetinspired: She's only 11 years old, but @sport_wales' Anna Hursey is smashing it at #GC2018! 🙌 

➡ https://t.co/9sFYGzsgnQ #GetIns…",71
71,2018-04-06 15:02:33+00:00,0.0,0.0,1.0,BBC,0.0,RT @bbcmusic: Counting down the seconds TBH 💅@LittleMix https://t.co/6UTrz9gqQr,72
72,2018-04-06 15:02:05+00:00,0.5499,0.282,0.332,BBC,0.385,🍞🍻 Hate food waste but love beer? https://t.co/IL9jmlaMjs,73
73,2018-04-06 14:30:39+00:00,-0.5849,0.31,0.559,BBC,0.13,"RT @BBCRadio3: ""Stop being so selfish – this isn’t about you."" Harsh words - or tough love?
Zeynep, Jess and Sam discuss one teacher’s cont…",74
74,2018-04-06 14:07:06+00:00,0.0,0.0,1.0,BBC,0.0,"🐘 🦏🦒🔭
Saving animals using space technology. https://t.co/gAwJcD2I2A",75
75,2018-04-06 13:02:05+00:00,-0.4215,0.171,0.741,BBC,0.088,"🍿🎟 From a near-silent horror film to an Australian Western, here are 8 movies worth watching in April. 
👉… https://t.co/b15kbsQ7MD",76
76,2018-04-06 12:18:09+00:00,0.0,0.0,1.0,BBC,0.0,RT @BBCOne: For all the drama queens. 👑 https://t.co/RfdMDieaCZ,77
77,2018-04-06 12:03:05+00:00,0.2023,0.0,0.899,BBC,0.101,💃🕺 Meet the dancers from Lagos who've been tipped for the top by @Rihanna and @NaomiCampbell. https://t.co/3ySZPqcyBr,78
78,2018-04-06 11:32:15+00:00,0.8617,0.0,0.689,BBC,0.311,"RT @BBCSport: Gareth Evans absolutely loved it! 💪 

This is how it felt to win Wales' first gold! 🥇🏴󠁧󠁢󠁷󠁬󠁳󠁿

#GC2018 #bbcgoldcoast https://t…",79
79,2018-04-06 11:00:06+00:00,0.0,0.0,1.0,BBC,0.0,"🦁🦏🐆 
Royal pets are now more synonymous with corgis than wild animals, but historically monarchs would own an array… https://t.co/5VVyiWHPv1",80
80,2018-04-06 10:10:03+00:00,0.0,0.0,1.0,BBC,0.0,"😻 Say hello to Willow the cheetah! 
#BigCatsAboutTheHouse https://t.co/e9xNVjR0gi",81
81,2018-04-06 08:58:33+00:00,0.0,0.0,1.0,BBC,0.0,RT @BBCSport: It all happened in the weightlifting... #GC2018 https://t.co/s8qnPsuyaz,82
82,2018-04-06 08:30:51+00:00,0.0,0.0,1.0,BBC,0.0,RT @BBCBreakfast: All you need to know about the 'sugar tax' and how your favourite soft drink may change. https://t.co/mjFwTN1UHs,83
83,2018-04-06 08:08:50+00:00,0.25,0.0,0.905,BBC,0.095,RT @bbcpress: 📸 #FirstLook at Eleanor Tomlinson and Rafe Spall in @BBCOne adaptation of H.G. Wells' #WarOfTheWorlds as filming begins: http…,84
84,2018-04-06 08:00:17+00:00,0.0,0.0,1.0,BBC,0.0,"😲🎨🇿🇦 Hotel or modern art museum?
#AmazingHotels https://t.co/Xbmjzviivh",85
85,2018-04-06 07:00:09+00:00,0.4579,0.067,0.779,BBC,0.154,"It might not always feel like it, but psychologist @sapinker is convinced that the world is on the up. https://t.co/a8PrDXjDcL",86
86,2018-04-05 20:02:00+00:00,-0.6908,0.217,0.783,BBC,0.0,"'There’s the England before Stephen, and there’s the England after Stephen.' 

Stephen: The Murder That Changed a N… https://t.co/BLynBXYH7I",87
87,2018-04-05 18:00:24+00:00,0.7096,0.0,0.629,BBC,0.371,"🐆 Could building walkways in nature help save these big cats?
#BigCatsAboutTheHouse https://t.co/NdkxCDBpee",88
88,2018-04-05 17:02:05+00:00,0.0,0.0,1.0,BBC,0.0,"😋😋 Pocket-friendly recipes for two.
👉 https://t.co/CzuDNQNw3B https://t.co/xbrrmlIgNF",89
89,2018-04-05 16:00:17+00:00,-0.765,0.32,0.68,BBC,0.0,"👀 From illegal ivory to taxidermy, take a peek inside the banned wildlife room at Heathrow Airport. https://t.co/8yIok0eobX",90
90,2018-04-05 15:55:28+00:00,0.0,0.0,1.0,BBC,0.0,RT @bbccomedy: Smithy is an irl ray of #sunshine. https://t.co/NgA4t4jZob,91
91,2018-04-05 14:34:17+00:00,0.0,0.0,1.0,BBC,0.0,"RT @BBCTheOneShow: ..@DIYSOS  are building a gym and community area for the Grenfell community, but @MrNickKnowles needs something specific…",92
92,2018-04-05 12:59:08+00:00,0.0028,0.118,0.724,BBC,0.159,"RT @bbcmusic: STOP EVERYTHING: @GaryBarlow is coming to Sounds Like Friday Night 🙌💪 
Don't miss it: 7.30pm, Friday, @BBCOne 💫#SLFN https://…",93
93,2018-04-05 12:37:24+00:00,0.4588,0.0,0.75,BBC,0.25,"RT @BBCOne: You took your sweet time. 

#Poldark #sunshine https://t.co/Ep33Zt5YZi",94
94,2018-04-05 11:56:05+00:00,-0.2263,0.119,0.881,BBC,0.0,"It's time society stopped judging black women by their hair, British-Somali artist @blackpowerpufff says.… https://t.co/lRmAfxmefR",95
95,2018-04-05 11:01:08+00:00,0.0,0.0,1.0,BBC,0.0,📚 A biography about conjoined twins from Siam who became US slave-owners + 9 other books to bury your nose in this… https://t.co/1UfP6LTH0i,96
96,2018-04-05 10:26:16+00:00,0.0,0.0,1.0,BBC,0.0,RT @BBCSport: Scotland's Hannah Miley takes the silver in the women's 400m individual medley! 🥈 https://t.co/GrailyYrno #bbcgoldcoast https…,97
97,2018-04-05 10:22:47+00:00,0.4215,0.0,0.797,BBC,0.203,😍🐿 A trio of baby red squirrels have been rescued in Perthshire.  https://t.co/d2r7c8EyUh,98
98,2018-04-05 10:03:28+00:00,0.6027,0.0,0.843,BBC,0.157,"RT @BBCBreakfast: Some GOOD plastic news!
Marine conservationists say the 5p carrier bag charge has reduced the amount of single use plasti…",99
99,2018-04-05 09:55:45+00:00,0.0,0.0,1.0,BBC,0.0,"RT @BBCRadio2: What happens when you put one harp, three fiddles, and the cream of the folk world in one room?

We brought together @elizac…",100
100,2018-04-09 20:00:00+00:00,0.6597,0.0,0.779,CBS,0.221,"Are you ready for a good time? Tomorrow, Elton John: I’m Still Standing - A GRAMMY®￼ Salute airs at 9/8c on CBS and… https://t.co/Z3Mnp1cJPa",1
101,2018-04-09 17:29:47+00:00,0.0,0.0,1.0,CBS,0.0,"@edsheeran, @KeshaRose, @HaileeSteinfeld, @ActuallyNPH, and many more describe the impact that the music of Elton J… https://t.co/wBwzWcWGAa",2
102,2018-04-09 17:00:02+00:00,0.0,0.0,1.0,CBS,0.0,"Lights will come on for @Jason_Aldean when he takes the stage to perform at the 53rd #ACMawards on Sunday, April 15… https://t.co/qPAbrFp4kQ",3
103,2018-04-09 15:00:00+00:00,0.2732,0.086,0.784,CBS,0.129,Which state does @reba call home and which song was her first No. 1 single? Test your knowledge of the beloved coun… https://t.co/Sp8icKpFNu,4
104,2018-04-09 13:36:00+00:00,0.6239,0.0,0.786,CBS,0.214,This just in! Thirteen-time ACM Award® winner @carrieunderwood will be performing her soon-to-be-released single li… https://t.co/GEyjt4lFbb,5
105,2018-04-09 01:42:06+00:00,0.6467,0.0,0.72,CBS,0.28,It's time to celebrate! @MomCBS will be back for Season 6! https://t.co/ianxp6JWHq,6
106,2018-04-08 22:00:01+00:00,0.7096,0.0,0.742,CBS,0.258,@OldDominion's Matthew Ramsey is here with a friendly reminder - Country Music’s Party Of The Year® is just seven d… https://t.co/SFnXxQLoPN,7
107,2018-04-08 18:38:13+00:00,0.5562,0.0,0.854,CBS,0.146,It all comes down to this! Stream Round 4 of #TheMasters Tournament on CBS live with a free trial of CBS All Access… https://t.co/mNFSAUkLvZ,8
108,2018-04-08 15:00:00+00:00,0.4199,0.0,0.892,CBS,0.108,"@reba is ready for her hosting duties! In just one week, watch her take the stage at the 53rd #ACMawards. Tune in A… https://t.co/TmjezmqPme",9
109,2018-04-07 19:35:08+00:00,0.6696,0.0,0.817,CBS,0.183,Watch some of the biggest names in golf compete in one of the greatest tournaments of the year! Stream #TheMasters… https://t.co/e8kbkSLx5k,10
110,2018-04-07 18:28:03+00:00,0.0,0.0,1.0,CBS,0.0,Tonight's the night! Here's a behind-the-scenes look at season 2 of @RansomCBS before the big premiere. Tune in at… https://t.co/WtRHvufO7H,11
111,2018-04-07 16:30:02+00:00,0.3612,0.0,0.894,CBS,0.106,What song will @DierksBentley belt out when he takes the stage to perform at the 53rd #ACMawards? Get ready to sing… https://t.co/oEtKJnKQVn,12
112,2018-04-07 15:31:12+00:00,0.0,0.0,1.0,CBS,0.0,"@johnlegend, @mirandalambert, @KeshaRose, and more perform @eltonofficial's hit songs! Watch Elton John: I'm Still… https://t.co/VF3hf8OCT7",13
113,2018-04-06 21:10:18+00:00,0.0,0.0,1.0,CBS,0.0,Ask 53rd ACM Awards® host @reba a question and she just may answer it on April 11 at 5:30p ET/2:30p PT when she tak… https://t.co/DAa5gQS8oX,14
114,2018-04-06 17:00:00+00:00,0.0,0.0,1.0,CBS,0.0,What’s @eltonofficial's birth name and which of his songs holds the record for biggest selling single of all time?… https://t.co/N5qkMYCE7e,15
115,2018-04-06 13:45:00+00:00,0.0,0.0,1.0,CBS,0.0,Do you have a question for country music legend and host of the 53rd ACM Awards® @reba? Write it below for a chance… https://t.co/yVVDVFpxDM,16
116,2018-04-05 21:44:00+00:00,0.5859,0.0,0.806,CBS,0.194,How well do you know The Academy of Country Music Awards™? Test your knowledge of Country Music’s Party of the Year… https://t.co/lfWAcvAbZa,17
117,2018-04-05 19:07:48+00:00,0.6597,0.0,0.759,CBS,0.241,"RT @CodeBlackCBS: The intensity and emotions of your favorite show are returning to @CBS in 3 weeks.

Get excited. https://t.co/aGUNIPwRjh",18
118,2018-04-05 17:00:00+00:00,-0.3875,0.157,0.769,CBS,0.074,"Don't miss @littlebigtown's amazing performance of @eltonofficial's ""Rocket Man"" under the big spotlight at Elton J… https://t.co/bqse7nhkV3",19
119,2018-04-04 22:07:01+00:00,0.807,0.0,0.687,CBS,0.313,Today's biggest stars are celebrating @EltonJohn's most beloved and legendary catalogue of hits with two albums dro… https://t.co/cilUdkKtjQ,20
120,2018-04-04 21:48:07+00:00,0.7568,0.0,0.712,CBS,0.288,"RT @LifeInPiecesCBS: We ""literally can't even"" with how hilarious these #LifeInPieces outtakes are! 😂

Introducing Laughing To Pieces! Foll…",21
121,2018-04-04 21:47:26+00:00,0.8495,0.0,0.634,CBS,0.366,"RT @YoungSheldon: Don't miss guest star @Followtheblonde in tomorrow's all-new #YoungSheldon! Trust us, you're going to love every minute.…",22
122,2018-04-04 21:46:13+00:00,0.4926,0.0,0.803,CBS,0.197,RT @MomCBS: Tomorrow's episode of #Mom is going to be a doggone good one! https://t.co/e1WI3uOxVg,23
123,2018-04-04 21:44:17+00:00,-0.3182,0.095,0.905,CBS,0.0,RT @survivorcbs: There's a lot at stake when competing for actual steak. Get a glimpse at an all-new #Survivor: Ghost Island at 8/7c on CBS…,24
124,2018-04-04 18:02:13+00:00,-0.25,0.133,0.867,CBS,0.0,RT @TVLine: #LifeInPieces Sneak Peek: Sophia and Her Stuffed Toys Stage a Musical Protest https://t.co/r16SLZlZPc,25
125,2018-04-03 23:00:00+00:00,0.0,0.0,1.0,CBS,0.0,Whose catchy tune will take Song Of The Year at the 53rd #ACMawards? Give it up for the four nominees -… https://t.co/R9MtUNZtsw,26
126,2018-04-03 21:00:02+00:00,0.0,0.0,1.0,CBS,0.0,"Here's everything you need to know before tuning into Elton John: I'm Still Standing - A GRAMMY® Salute on Tuesday,… https://t.co/C8fiKl4j98",27
127,2018-04-03 18:00:00+00:00,0.7096,0.0,0.742,CBS,0.258,"In just one week, @eltonofficial and today's hottest stars in music will join together to celebrate Elton's countle… https://t.co/ACQGHNWz8u",28
128,2018-04-03 05:17:01+00:00,0.7906,0.0,0.579,CBS,0.421,Tonight we #LightItUpBlue for greater understanding and acceptance. CBS supports #WorldAutismAwarenessDay by lighti… https://t.co/hBAXcDvP4r,29
129,2018-04-02 17:30:00+00:00,0.1513,0.092,0.792,CBS,0.116,No one does it quite like @eltonofficial. The artist himself will belt out some of his chart-topping hits on Elton… https://t.co/ckY4bUvTXI,30
130,2018-04-01 17:00:03+00:00,0.6486,0.0,0.798,CBS,0.202,The Las Vegas strip is about to light up brighter than ever before when Country Music’s Party Of The Year® takes ov… https://t.co/j1A2ZVHAoO,31
131,2018-03-31 18:00:00+00:00,0.0,0.0,1.0,CBS,0.0,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI",32
132,2018-03-31 15:30:00+00:00,0.4199,0.0,0.887,CBS,0.113,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2,33
133,2018-03-30 16:50:00+00:00,0.4926,0.0,0.873,CBS,0.127,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP,34
134,2018-03-29 17:32:40+00:00,0.0,0.0,1.0,CBS,0.0,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv",35
135,2018-03-29 17:30:02+00:00,0.0,0.0,1.0,CBS,0.0,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R",36
136,2018-03-27 21:00:01+00:00,0.3818,0.108,0.68,CBS,0.212,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,37
137,2018-03-27 17:00:00+00:00,0.296,0.0,0.901,CBS,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,38
138,2018-03-26 22:14:25+00:00,0.508,0.0,0.88,CBS,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",39
139,2018-03-26 20:42:48+00:00,0.0,0.0,1.0,CBS,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",40
140,2018-03-26 16:59:19+00:00,0.7959,0.0,0.786,CBS,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,41
141,2018-03-26 16:05:18+00:00,0.807,0.0,0.622,CBS,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",42
142,2018-03-25 23:57:34+00:00,0.0,0.0,1.0,CBS,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,43
143,2018-03-25 17:15:25+00:00,0.5319,0.062,0.78,CBS,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,44
144,2018-03-24 22:46:53+00:00,0.5399,0.0,0.801,CBS,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,45
145,2018-03-24 22:46:43+00:00,-0.34,0.185,0.7,CBS,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,46
146,2018-03-24 22:25:03+00:00,0.7003,0.0,0.791,CBS,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",47
147,2018-03-24 22:21:37+00:00,0.0,0.0,1.0,CBS,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,48
148,2018-03-24 22:21:34+00:00,0.0,0.0,1.0,CBS,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",49
149,2018-03-24 22:21:26+00:00,0.7184,0.0,0.667,CBS,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",50
150,2018-03-24 22:21:23+00:00,0.9451,0.0,0.58,CBS,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,51
151,2018-03-24 20:00:02+00:00,0.0,0.0,1.0,CBS,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",52
152,2018-03-23 22:33:52+00:00,0.6996,0.0,0.806,CBS,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,53
153,2018-03-23 22:33:04+00:00,0.4939,0.0,0.686,CBS,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,54
154,2018-03-23 22:32:48+00:00,0.8997,0.0,0.645,CBS,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",55
155,2018-03-22 22:10:29+00:00,0.0,0.0,1.0,CBS,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,56
156,2018-03-22 20:52:02+00:00,0.7081,0.066,0.623,CBS,0.311,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,57
157,2018-03-22 00:23:38+00:00,0.636,0.0,0.802,CBS,0.198,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,58
158,2018-03-21 18:00:01+00:00,0.0,0.0,1.0,CBS,0.0,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,59
159,2018-03-20 20:00:01+00:00,0.5106,0.0,0.858,CBS,0.142,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,60
160,2018-03-20 17:58:43+00:00,0.0,0.0,1.0,CBS,0.0,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,61
161,2018-03-20 16:52:42+00:00,0.5562,0.0,0.826,CBS,0.174,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,62
